action,landmark,plan_id,order,goal
pick up metal pot,True,14,6,Your task is to boil ice cream
open drawer in cupboard,False,14,7,Your task is to boil ice cream
open glass jar,False,14,8,Your task is to boil ice cream
open freezer,True,14,9,Your task is to boil ice cream
focus on ice cream,True,14,10,Your task is to boil ice cream
move ice cream to metal pot,True,14,11,Your task is to boil ice cream
pick up metal pot,True,14,12,Your task is to boil ice cream
move metal pot to stove,True,14,13,Your task is to boil ice cream
activate stove,True,14,14,Your task is to boil ice cream
examine ice cream,True,14,15,Your task is to boil ice cream
use thermometer in inventory on ice cream,True,14,16,Your task is to boil ice cream
examine ice cream,True,14,17,Your task is to boil ice cream
use thermometer in inventory on ice cream,True,14,18,Your task is to boil ice cream
examine ice cream,True,14,19,Your task is to boil ice cream
use thermometer in inventory on ice cream,True,14,20,Your task is to boil ice cream
examine ice cream,True,14,21,Your task is to boil ice cream
use thermometer in inventory on ice cream,True,14,22,Your task is to boil ice cream
examine ice cream,True,14,23,Your task is to boil ice cream
use thermometer in inventory on ice cream,True,14,24,Your task is to boil ice cream
examine ice cream,True,14,25,Your task is to boil ice cream
use thermometer in inventory on ice cream,True,14,26,Your task is to boil ice cream
examine ice cream,True,14,27,Your task is to boil ice cream
use thermometer in inventory on ice cream,True,14,28,Your task is to boil ice cream
examine ice cream,True,14,29,Your task is to boil ice cream
use thermometer in inventory on ice cream,True,14,30,Your task is to boil ice cream
examine ice cream,True,14,31,Your task is to boil ice cream
use thermometer in inventory on ice cream,True,14,32,Your task is to boil ice cream
examine ice cream,True,14,33,Your task is to boil ice cream
use thermometer in inventory on ice cream,True,14,34,Your task is to boil ice cream
examine ice cream,True,14,35,Your task is to boil ice cream
use thermometer in inventory on ice cream,True,14,36,Your task is to boil ice cream
examine ice cream,True,14,37,Your task is to boil ice cream
open door to hallway,True,15,0,Your task is to boil ice cream
go to hallway,True,15,1,Your task is to boil ice cream
open door to kitchen,True,15,2,Your task is to boil ice cream
go to kitchen,True,15,3,Your task is to boil ice cream
pick up thermometer,True,15,4,Your task is to boil ice cream
open cupboard,True,15,5,Your task is to boil ice cream
pick up metal pot,True,15,6,Your task is to boil ice cream
open freezer,True,15,7,Your task is to boil ice cream
focus on ice cream,True,15,8,Your task is to boil ice cream
move ice cream to metal pot,True,15,9,Your task is to boil ice cream
pick up metal pot,True,15,10,Your task is to boil ice cream
move metal pot to stove,True,15,11,Your task is to boil ice cream
activate stove,True,15,12,Your task is to boil ice cream
pick up metal pot,True,15,13,Your task is to boil ice cream
open door to outside,False,15,14,Your task is to boil ice cream
go to outside,False,15,15,Your task is to boil ice cream
open door to foundry,False,15,16,Your task is to boil ice cream
go to foundry,False,15,17,Your task is to boil ice cream
open blast furnace,False,15,18,Your task is to boil ice cream
move metal pot to blast furnace,False,15,19,Your task is to boil ice cream
activate blast furnace,False,15,20,Your task is to boil ice cream
examine ice cream,True,15,21,Your task is to boil ice cream
use thermometer in inventory on ice cream,True,15,22,Your task is to boil ice cream
examine ice cream,True,15,23,Your task is to boil ice cream
open door to kitchen,True,16,0,Your task is to boil soap
go to kitchen,True,16,1,Your task is to boil soap
pick up thermometer,True,16,2,Your task is to boil soap
open cupboard,True,16,3,Your task is to boil soap
pick up metal pot,True,16,4,Your task is to boil soap
focus on soap in table,False,16,5,Your task is to boil soap
move soap in table to metal pot,False,16,6,Your task is to boil soap
pick up metal pot,True,16,7,Your task is to boil soap
move metal pot to stove,True,16,8,Your task is to boil soap
activate stove,True,16,9,Your task is to boil soap
examine soap in metal pot,False,16,10,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,11,Your task is to boil soap
examine soap in metal pot,False,16,12,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,13,Your task is to boil soap
examine soap in metal pot,False,16,14,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,15,Your task is to boil soap
examine soap in metal pot,False,16,16,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,17,Your task is to boil soap
examine soap in metal pot,False,16,18,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,19,Your task is to boil soap
examine soap in metal pot,False,16,20,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,21,Your task is to boil soap
examine soap in metal pot,False,16,22,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,23,Your task is to boil soap
examine soap in metal pot,False,16,24,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,25,Your task is to boil soap
examine soap in metal pot,False,16,26,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,27,Your task is to boil soap
examine soap in metal pot,False,16,28,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,29,Your task is to boil soap
examine soap in metal pot,False,16,30,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,31,Your task is to boil soap
examine soap in metal pot,False,16,32,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,33,Your task is to boil soap
examine soap in metal pot,False,16,34,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,35,Your task is to boil soap
examine soap in metal pot,False,16,36,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,37,Your task is to boil soap
examine soap in metal pot,False,16,38,Your task is to boil soap
use thermometer in inventory on soap in metal pot,False,16,39,Your task is to boil soap
examine liquid soap,True,16,40,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,41,Your task is to boil soap
examine liquid soap,True,16,42,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,43,Your task is to boil soap
examine liquid soap,True,16,44,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,45,Your task is to boil soap
examine liquid soap,True,16,46,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,47,Your task is to boil soap
examine liquid soap,True,16,48,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,49,Your task is to boil soap
examine liquid soap,True,16,50,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,51,Your task is to boil soap
examine liquid soap,True,16,52,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,53,Your task is to boil soap
examine liquid soap,True,16,54,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,55,Your task is to boil soap
examine liquid soap,True,16,56,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,57,Your task is to boil soap
examine liquid soap,True,16,58,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,59,Your task is to boil soap
examine liquid soap,True,16,60,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,61,Your task is to boil soap
examine liquid soap,True,16,62,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,63,Your task is to boil soap
examine liquid soap,True,16,64,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,65,Your task is to boil soap
examine liquid soap,True,16,66,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,67,Your task is to boil soap
examine liquid soap,True,16,68,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,69,Your task is to boil soap
pick up metal pot,True,16,70,Your task is to boil soap
open door to outside,True,16,71,Your task is to boil soap
go to outside,True,16,72,Your task is to boil soap
open door to foundry,True,16,73,Your task is to boil soap
go to foundry,True,16,74,Your task is to boil soap
open blast furnace,True,16,75,Your task is to boil soap
move metal pot to blast furnace,True,16,76,Your task is to boil soap
activate blast furnace,True,16,77,Your task is to boil soap
examine liquid soap,True,16,78,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,79,Your task is to boil soap
examine liquid soap,True,16,80,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,81,Your task is to boil soap
examine liquid soap,True,16,82,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,83,Your task is to boil soap
examine liquid soap,True,16,84,Your task is to boil soap
use thermometer in inventory on liquid soap,True,16,85,Your task is to boil soap
open door to kitchen,True,17,0,Your task is to boil soap
go to kitchen,True,17,1,Your task is to boil soap
pick up thermometer,True,17,2,Your task is to boil soap
open cupboard,True,17,3,Your task is to boil soap
pick up metal pot,True,17,4,Your task is to boil soap
focus on soap in kitchen,False,17,5,Your task is to boil soap
move soap in kitchen to metal pot,False,17,6,Your task is to boil soap
pick up metal pot,True,17,7,Your task is to boil soap
move metal pot to stove,True,17,8,Your task is to boil soap
activate stove,True,17,9,Your task is to boil soap
pick up metal pot,True,17,10,Your task is to boil soap
open door to outside,True,17,11,Your task is to boil soap
go to outside,True,17,12,Your task is to boil soap
open door to foundry,True,17,13,Your task is to boil soap
go to foundry,True,17,14,Your task is to boil soap
open blast furnace,True,17,15,Your task is to boil soap
move metal pot to blast furnace,True,17,16,Your task is to boil soap
activate blast furnace,True,17,17,Your task is to boil soap
examine soap,False,17,18,Your task is to boil soap
use thermometer in inventory on soap,False,17,19,Your task is to boil soap
examine soap,False,17,20,Your task is to boil soap
use thermometer in inventory on soap,False,17,21,Your task is to boil soap
examine liquid soap,True,17,22,Your task is to boil soap
use thermometer in inventory on liquid soap,True,17,23,Your task is to boil soap
examine liquid soap,True,17,24,Your task is to boil soap
use thermometer in inventory on liquid soap,True,17,25,Your task is to boil soap
examine liquid soap,True,17,26,Your task is to boil soap
use thermometer in inventory on liquid soap,True,17,27,Your task is to boil soap
examine liquid soap,True,17,28,Your task is to boil soap
open door to kitchen,True,18,0,Your task is to boil rubber
go to kitchen,True,18,1,Your task is to boil rubber
pick up thermometer,True,18,2,Your task is to boil rubber
open cupboard,True,18,3,Your task is to boil rubber
pick up metal pot,True,18,4,Your task is to boil rubber
open glass jar,True,18,5,Your task is to boil rubber
open drawer in cupboard,True,18,6,Your task is to boil rubber
open freezer,True,18,7,Your task is to boil rubber
open drawer in counter,True,18,8,Your task is to boil rubber
open fridge,True,18,9,Your task is to boil rubber
open oven,True,18,10,Your task is to boil rubber
open door to bathroom,True,18,11,Your task is to boil rubber
go to bathroom,True,18,12,Your task is to boil rubber
open door to kitchen,True,18,13,Your task is to boil rubber
go to kitchen,True,18,14,Your task is to boil rubber
open door to outside,True,18,15,Your task is to boil rubber
go to outside,True,18,16,Your task is to boil rubber
open door to foundry,True,18,17,Your task is to boil rubber
go to foundry,True,18,18,Your task is to boil rubber
open door to outside,True,18,19,Your task is to boil rubber
go to outside,True,18,20,Your task is to boil rubber
open door to green house,True,18,21,Your task is to boil rubber
go to green house,True,18,22,Your task is to boil rubber
open door to hallway,True,18,23,Your task is to boil rubber
go to hallway,True,18,24,Your task is to boil rubber
open door to workshop,True,18,25,Your task is to boil rubber
go to workshop,True,18,26,Your task is to boil rubber
pick up rubber,True,18,27,Your task is to boil rubber
open door to hallway,True,18,28,Your task is to boil rubber
go to hallway,True,18,29,Your task is to boil rubber
open door to kitchen,True,18,30,Your task is to boil rubber
go to kitchen,True,18,31,Your task is to boil rubber
focus on rubber,True,18,32,Your task is to boil rubber
move rubber to metal pot,True,18,33,Your task is to boil rubber
pick up metal pot,True,18,34,Your task is to boil rubber
move metal pot to stove,True,18,35,Your task is to boil rubber
activate stove,True,18,36,Your task is to boil rubber
examine rubber,True,18,37,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,38,Your task is to boil rubber
examine rubber,True,18,39,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,40,Your task is to boil rubber
examine rubber,True,18,41,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,42,Your task is to boil rubber
examine rubber,True,18,43,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,44,Your task is to boil rubber
examine rubber,True,18,45,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,46,Your task is to boil rubber
examine rubber,True,18,47,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,48,Your task is to boil rubber
examine rubber,True,18,49,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,50,Your task is to boil rubber
examine rubber,True,18,51,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,52,Your task is to boil rubber
examine rubber,True,18,53,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,54,Your task is to boil rubber
examine rubber,True,18,55,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,56,Your task is to boil rubber
examine rubber,True,18,57,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,58,Your task is to boil rubber
examine rubber,True,18,59,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,60,Your task is to boil rubber
examine rubber,True,18,61,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,62,Your task is to boil rubber
examine rubber,True,18,63,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,64,Your task is to boil rubber
examine rubber,True,18,65,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,66,Your task is to boil rubber
examine rubber,True,18,67,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,68,Your task is to boil rubber
examine rubber,True,18,69,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,70,Your task is to boil rubber
examine rubber,True,18,71,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,72,Your task is to boil rubber
examine rubber,True,18,73,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,74,Your task is to boil rubber
examine rubber,True,18,75,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,76,Your task is to boil rubber
examine rubber,True,18,77,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,78,Your task is to boil rubber
examine rubber,True,18,79,Your task is to boil rubber
use thermometer in inventory on rubber,True,18,80,Your task is to boil rubber
examine liquid rubber,False,18,81,Your task is to boil rubber
use thermometer in inventory on liquid rubber,True,18,82,Your task is to boil rubber
examine liquid rubber,False,18,83,Your task is to boil rubber
use thermometer in inventory on liquid rubber,True,18,84,Your task is to boil rubber
examine liquid rubber,False,18,85,Your task is to boil rubber
use thermometer in inventory on liquid rubber,True,18,86,Your task is to boil rubber
examine liquid rubber,False,18,87,Your task is to boil rubber
use thermometer in inventory on liquid rubber,True,18,88,Your task is to boil rubber
examine liquid rubber,False,18,89,Your task is to boil rubber
use thermometer in inventory on liquid rubber,True,18,90,Your task is to boil rubber
examine liquid rubber,False,18,91,Your task is to boil rubber
use thermometer in inventory on liquid rubber,True,18,92,Your task is to boil rubber
examine liquid rubber,False,18,93,Your task is to boil rubber
use thermometer in inventory on liquid rubber,True,18,94,Your task is to boil rubber
examine liquid rubber,False,18,95,Your task is to boil rubber
use thermometer in inventory on liquid rubber,True,18,96,Your task is to boil rubber
pick up metal pot,True,18,97,Your task is to boil rubber
open door to outside,True,18,98,Your task is to boil rubber
go to outside,True,18,99,Your task is to boil rubber
open door to foundry,True,18,100,Your task is to boil rubber
go to foundry,True,18,101,Your task is to boil rubber
open blast furnace,True,18,102,Your task is to boil rubber
move metal pot to blast furnace,True,18,103,Your task is to boil rubber
activate blast furnace,True,18,104,Your task is to boil rubber
examine liquid rubber,False,18,105,Your task is to boil rubber
use thermometer in inventory on liquid rubber,True,18,106,Your task is to boil rubber
open door to outside,True,19,0,Your task is to boil rubber
go to outside,True,19,1,Your task is to boil rubber
open door to kitchen,True,19,2,Your task is to boil rubber
go to kitchen,True,19,3,Your task is to boil rubber
pick up thermometer,True,19,4,Your task is to boil rubber
open cupboard,True,19,5,Your task is to boil rubber
pick up metal pot,True,19,6,Your task is to boil rubber
open drawer in counter,True,19,7,Your task is to boil rubber
open freezer,True,19,8,Your task is to boil rubber
open oven,True,19,9,Your task is to boil rubber
open drawer in cupboard,True,19,10,Your task is to boil rubber
open fridge,True,19,11,Your task is to boil rubber
open glass jar,True,19,12,Your task is to boil rubber
open door to bathroom,True,19,13,Your task is to boil rubber
go to bathroom,True,19,14,Your task is to boil rubber
open door to kitchen,True,19,15,Your task is to boil rubber
go to kitchen,True,19,16,Your task is to boil rubber
open door to outside,True,19,17,Your task is to boil rubber
go to outside,True,19,18,Your task is to boil rubber
open door to foundry,True,19,19,Your task is to boil rubber
go to foundry,True,19,20,Your task is to boil rubber
open door to outside,True,19,21,Your task is to boil rubber
go to outside,True,19,22,Your task is to boil rubber
open door to green house,True,19,23,Your task is to boil rubber
go to green house,True,19,24,Your task is to boil rubber
open door to hallway,True,19,25,Your task is to boil rubber
go to hallway,True,19,26,Your task is to boil rubber
open door to workshop,True,19,27,Your task is to boil rubber
go to workshop,True,19,28,Your task is to boil rubber
pick up rubber,True,19,29,Your task is to boil rubber
open door to hallway,True,19,30,Your task is to boil rubber
go to hallway,True,19,31,Your task is to boil rubber
open door to kitchen,True,19,32,Your task is to boil rubber
go to kitchen,True,19,33,Your task is to boil rubber
focus on rubber,True,19,34,Your task is to boil rubber
move rubber to metal pot,True,19,35,Your task is to boil rubber
pick up metal pot,True,19,36,Your task is to boil rubber
move metal pot to stove,True,19,37,Your task is to boil rubber
activate stove,True,19,38,Your task is to boil rubber
pick up metal pot,True,19,39,Your task is to boil rubber
open door to outside,True,19,40,Your task is to boil rubber
go to outside,True,19,41,Your task is to boil rubber
open door to foundry,True,19,42,Your task is to boil rubber
go to foundry,True,19,43,Your task is to boil rubber
open blast furnace,True,19,44,Your task is to boil rubber
move metal pot to blast furnace,True,19,45,Your task is to boil rubber
activate blast furnace,True,19,46,Your task is to boil rubber
examine rubber,True,19,47,Your task is to boil rubber
use thermometer in inventory on rubber,True,19,48,Your task is to boil rubber
examine rubber,True,19,49,Your task is to boil rubber
use thermometer in inventory on rubber,True,19,50,Your task is to boil rubber
examine rubber,True,19,51,Your task is to boil rubber
use thermometer in inventory on liquid rubber,True,19,52,Your task is to boil rubber
open door to kitchen,True,20,0,Your task is to boil lead
go to kitchen,True,20,1,Your task is to boil lead
pick up thermometer,True,20,2,Your task is to boil lead
open cupboard,True,20,3,Your task is to boil lead
pick up metal pot,True,20,4,Your task is to boil lead
open drawer in cupboard,True,20,5,Your task is to boil lead
open freezer,True,20,6,Your task is to boil lead
open glass jar,True,20,7,Your task is to boil lead
open fridge,True,20,8,Your task is to boil lead
open drawer in counter,True,20,9,Your task is to boil lead
open oven,True,20,10,Your task is to boil lead
open door to bathroom,True,20,11,Your task is to boil lead
go to bathroom,True,20,12,Your task is to boil lead
open door to kitchen,True,20,13,Your task is to boil lead
go to kitchen,True,20,14,Your task is to boil lead
open door to outside,True,20,15,Your task is to boil lead
go to outside,True,20,16,Your task is to boil lead
open door to foundry,True,20,17,Your task is to boil lead
go to foundry,True,20,18,Your task is to boil lead
open door to outside,True,20,19,Your task is to boil lead
go to outside,True,20,20,Your task is to boil lead
open door to green house,True,20,21,Your task is to boil lead
go to green house,True,20,22,Your task is to boil lead
open door to hallway,True,20,23,Your task is to boil lead
go to hallway,True,20,24,Your task is to boil lead
open door to workshop,True,20,25,Your task is to boil lead
go to workshop,True,20,26,Your task is to boil lead
pick up lead,True,20,27,Your task is to boil lead
open door to hallway,True,20,28,Your task is to boil lead
go to hallway,True,20,29,Your task is to boil lead
open door to kitchen,True,20,30,Your task is to boil lead
go to kitchen,True,20,31,Your task is to boil lead
focus on lead,True,20,32,Your task is to boil lead
move lead to metal pot,True,20,33,Your task is to boil lead
pick up metal pot,True,20,34,Your task is to boil lead
move metal pot to stove,True,20,35,Your task is to boil lead
activate stove,True,20,36,Your task is to boil lead
examine lead,True,20,37,Your task is to boil lead
use thermometer in inventory on lead,True,20,38,Your task is to boil lead
examine lead,True,20,39,Your task is to boil lead
use thermometer in inventory on lead,True,20,40,Your task is to boil lead
examine lead,True,20,41,Your task is to boil lead
use thermometer in inventory on lead,True,20,42,Your task is to boil lead
examine lead,True,20,43,Your task is to boil lead
use thermometer in inventory on lead,True,20,44,Your task is to boil lead
examine lead,True,20,45,Your task is to boil lead
use thermometer in inventory on lead,True,20,46,Your task is to boil lead
examine lead,True,20,47,Your task is to boil lead
use thermometer in inventory on lead,True,20,48,Your task is to boil lead
examine lead,True,20,49,Your task is to boil lead
use thermometer in inventory on lead,True,20,50,Your task is to boil lead
examine lead,True,20,51,Your task is to boil lead
use thermometer in inventory on lead,True,20,52,Your task is to boil lead
examine lead,True,20,53,Your task is to boil lead
use thermometer in inventory on lead,True,20,54,Your task is to boil lead
examine lead,True,20,55,Your task is to boil lead
use thermometer in inventory on lead,True,20,56,Your task is to boil lead
examine lead,True,20,57,Your task is to boil lead
use thermometer in inventory on lead,True,20,58,Your task is to boil lead
examine lead,True,20,59,Your task is to boil lead
use thermometer in inventory on lead,True,20,60,Your task is to boil lead
examine lead,True,20,61,Your task is to boil lead
use thermometer in inventory on lead,True,20,62,Your task is to boil lead
examine lead,True,20,63,Your task is to boil lead
use thermometer in inventory on lead,True,20,64,Your task is to boil lead
examine lead,True,20,65,Your task is to boil lead
use thermometer in inventory on lead,True,20,66,Your task is to boil lead
examine lead,True,20,67,Your task is to boil lead
use thermometer in inventory on lead,True,20,68,Your task is to boil lead
examine lead,True,20,69,Your task is to boil lead
use thermometer in inventory on lead,True,20,70,Your task is to boil lead
examine lead,True,20,71,Your task is to boil lead
use thermometer in inventory on lead,True,20,72,Your task is to boil lead
examine lead,True,20,73,Your task is to boil lead
use thermometer in inventory on lead,True,20,74,Your task is to boil lead
examine lead,True,20,75,Your task is to boil lead
use thermometer in inventory on lead,True,20,76,Your task is to boil lead
examine lead,True,20,77,Your task is to boil lead
use thermometer in inventory on lead,True,20,78,Your task is to boil lead
examine lead,True,20,79,Your task is to boil lead
use thermometer in inventory on lead,True,20,80,Your task is to boil lead
examine lead,True,20,81,Your task is to boil lead
use thermometer in inventory on lead,True,20,82,Your task is to boil lead
examine lead,True,20,83,Your task is to boil lead
use thermometer in inventory on lead,True,20,84,Your task is to boil lead
examine lead,True,20,85,Your task is to boil lead
use thermometer in inventory on lead,True,20,86,Your task is to boil lead
examine lead,True,20,87,Your task is to boil lead
use thermometer in inventory on lead,True,20,88,Your task is to boil lead
examine lead,True,20,89,Your task is to boil lead
use thermometer in inventory on lead,True,20,90,Your task is to boil lead
examine lead,True,20,91,Your task is to boil lead
use thermometer in inventory on lead,True,20,92,Your task is to boil lead
examine lead,True,20,93,Your task is to boil lead
use thermometer in inventory on lead,True,20,94,Your task is to boil lead
examine lead,True,20,95,Your task is to boil lead
use thermometer in inventory on lead,True,20,96,Your task is to boil lead
pick up metal pot,True,20,97,Your task is to boil lead
open door to outside,True,20,98,Your task is to boil lead
go to outside,True,20,99,Your task is to boil lead
open door to foundry,True,20,100,Your task is to boil lead
go to foundry,True,20,101,Your task is to boil lead
open blast furnace,True,20,102,Your task is to boil lead
move metal pot to blast furnace,True,20,103,Your task is to boil lead
activate blast furnace,True,20,104,Your task is to boil lead
examine lead,True,20,105,Your task is to boil lead
use thermometer in inventory on lead,True,20,106,Your task is to boil lead
examine lead,True,20,107,Your task is to boil lead
use thermometer in inventory on liquid lead,True,20,108,Your task is to boil lead
examine liquid lead,True,20,109,Your task is to boil lead
use thermometer in inventory on liquid lead,True,20,110,Your task is to boil lead
examine liquid lead,True,20,111,Your task is to boil lead
use thermometer in inventory on liquid lead,True,20,112,Your task is to boil lead
examine liquid lead,True,20,113,Your task is to boil lead
use thermometer in inventory on liquid lead,True,20,114,Your task is to boil lead
examine liquid lead,True,20,115,Your task is to boil lead
use thermometer in inventory on liquid lead,True,20,116,Your task is to boil lead
examine liquid lead,True,20,117,Your task is to boil lead
use thermometer in inventory on liquid lead,True,20,118,Your task is to boil lead
examine liquid lead,True,20,119,Your task is to boil lead
use thermometer in inventory on liquid lead,True,20,120,Your task is to boil lead
examine liquid lead,True,20,121,Your task is to boil lead
use thermometer in inventory on liquid lead,True,20,122,Your task is to boil lead
examine liquid lead,True,20,123,Your task is to boil lead
use thermometer in inventory on liquid lead,True,20,124,Your task is to boil lead
examine liquid lead,True,20,125,Your task is to boil lead
use thermometer in inventory on liquid lead,True,20,126,Your task is to boil lead
examine liquid lead,True,20,127,Your task is to boil lead
use thermometer in inventory on liquid lead,True,20,128,Your task is to boil lead
open door to kitchen,True,21,0,Your task is to boil lead
go to kitchen,True,21,1,Your task is to boil lead
pick up thermometer,True,21,2,Your task is to boil lead
open cupboard,True,21,3,Your task is to boil lead
pick up metal pot,True,21,4,Your task is to boil lead
open glass jar,True,21,5,Your task is to boil lead
open freezer,True,21,6,Your task is to boil lead
open drawer in counter,True,21,7,Your task is to boil lead
open drawer in cupboard,True,21,8,Your task is to boil lead
open fridge,True,21,9,Your task is to boil lead
open oven,True,21,10,Your task is to boil lead
open door to bathroom,True,21,11,Your task is to boil lead
go to bathroom,True,21,12,Your task is to boil lead
open door to kitchen,True,21,13,Your task is to boil lead
go to kitchen,True,21,14,Your task is to boil lead
open door to outside,True,21,15,Your task is to boil lead
go to outside,True,21,16,Your task is to boil lead
open door to foundry,True,21,17,Your task is to boil lead
go to foundry,True,21,18,Your task is to boil lead
open door to outside,True,21,19,Your task is to boil lead
go to outside,True,21,20,Your task is to boil lead
open door to green house,True,21,21,Your task is to boil lead
go to green house,True,21,22,Your task is to boil lead
open door to hallway,True,21,23,Your task is to boil lead
go to hallway,True,21,24,Your task is to boil lead
open door to workshop,True,21,25,Your task is to boil lead
go to workshop,True,21,26,Your task is to boil lead
pick up lead,True,21,27,Your task is to boil lead
open door to hallway,True,21,28,Your task is to boil lead
go to hallway,True,21,29,Your task is to boil lead
open door to kitchen,True,21,30,Your task is to boil lead
go to kitchen,True,21,31,Your task is to boil lead
focus on lead,True,21,32,Your task is to boil lead
move lead to metal pot,True,21,33,Your task is to boil lead
pick up metal pot,True,21,34,Your task is to boil lead
move metal pot to stove,True,21,35,Your task is to boil lead
activate stove,True,21,36,Your task is to boil lead
pick up metal pot,True,21,37,Your task is to boil lead
open door to outside,True,21,38,Your task is to boil lead
go to outside,True,21,39,Your task is to boil lead
open door to foundry,True,21,40,Your task is to boil lead
go to foundry,True,21,41,Your task is to boil lead
open blast furnace,True,21,42,Your task is to boil lead
move metal pot to blast furnace,True,21,43,Your task is to boil lead
activate blast furnace,True,21,44,Your task is to boil lead
examine lead,True,21,45,Your task is to boil lead
use thermometer in inventory on lead,True,21,46,Your task is to boil lead
examine lead,True,21,47,Your task is to boil lead
use thermometer in inventory on lead,True,21,48,Your task is to boil lead
examine lead,True,21,49,Your task is to boil lead
use thermometer in inventory on liquid lead,True,21,50,Your task is to boil lead
examine liquid lead,True,21,51,Your task is to boil lead
use thermometer in inventory on liquid lead,True,21,52,Your task is to boil lead
examine liquid lead,True,21,53,Your task is to boil lead
use thermometer in inventory on liquid lead,True,21,54,Your task is to boil lead
examine liquid lead,True,21,55,Your task is to boil lead
use thermometer in inventory on liquid lead,True,21,56,Your task is to boil lead
examine liquid lead,True,21,57,Your task is to boil lead
use thermometer in inventory on liquid lead,True,21,58,Your task is to boil lead
examine liquid lead,True,21,59,Your task is to boil lead
use thermometer in inventory on liquid lead,True,21,60,Your task is to boil lead
examine liquid lead,True,21,61,Your task is to boil lead
use thermometer in inventory on liquid lead,True,21,62,Your task is to boil lead
examine liquid lead,True,21,63,Your task is to boil lead
use thermometer in inventory on liquid lead,True,21,64,Your task is to boil lead
examine liquid lead,True,21,65,Your task is to boil lead
use thermometer in inventory on liquid lead,True,21,66,Your task is to boil lead
examine liquid lead,True,21,67,Your task is to boil lead
use thermometer in inventory on liquid lead,True,21,68,Your task is to boil lead
examine liquid lead,True,21,69,Your task is to boil lead
use thermometer in inventory on liquid lead,True,21,70,Your task is to boil lead
open door to hallway,True,22,0,Your task is to boil tin
go to hallway,True,22,1,Your task is to boil tin
open door to kitchen,True,22,2,Your task is to boil tin
go to kitchen,True,22,3,Your task is to boil tin
pick up thermometer,True,22,4,Your task is to boil tin
open cupboard,True,22,5,Your task is to boil tin
pick up metal pot,True,22,6,Your task is to boil tin
open oven,True,22,7,Your task is to boil tin
open glass jar,True,22,8,Your task is to boil tin
open fridge,True,22,9,Your task is to boil tin
open drawer in counter,True,22,10,Your task is to boil tin
open drawer in cupboard,True,22,11,Your task is to boil tin
open freezer,True,22,12,Your task is to boil tin
open door to bathroom,True,22,13,Your task is to boil tin
go to bathroom,True,22,14,Your task is to boil tin
